category_name;category_description;category_audiences;product_name;product_description;family;unite;seuil_minimum;emplacement
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN25 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN25 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Bride DN40 PN16;;economat;Unite;4;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Joint spiralé DN40 PN16;;economat;Unite;10;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN40 PN16;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN40 PN16;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Bride DN40 PN40;;economat;Unite;4;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Joint spiralé DN40 PN40;;economat;Unite;10;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN40 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN40 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Bride DN50 PN16;;economat;Unite;4;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Joint spiralé DN50 PN16;;economat;Unite;10;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN50 PN16;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN50 PN16;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Bride DN50 PN40;;economat;Unite;4;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Joint spiralé DN50 PN40;;economat;Unite;10;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN50 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN50 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Bride DN80 PN16;;economat;Unite;4;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Joint spiralé DN80 PN16;;economat;Unite;10;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN80 PN16;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN80 PN16;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Bride DN80 PN40;;economat;Unite;4;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Joint spiralé DN80 PN40;;economat;Unite;10;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN80 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN80 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Bride DN100 PN16;;economat;Unite;4;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Joint spiralé DN100 PN16;;economat;Unite;10;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN100 PN16;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN100 PN16;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Bride DN100 PN40;;economat;Unite;4;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Joint spiralé DN100 PN40;;economat;Unite;10;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Vanne papillon DN100 PN40;;economat;Unite;2;Magasin - Tuyauterie
Tuyauterie;Raccords, brides, joints, flexibles, robinetterie.;petrole;Clapet anti-retour DN100 PN40;;economat;Unite;2;Magasin - Tuyauterie
